content,category
"Synthesis of a Large, Shape-Flexible, Solvatomorphic PorousOrganic CageBaiyang Teng,?Marc A. Little, *,?Tom Hasell,?Samantha Y. Chong,?Kim E. Jelfs,?Rob Clowes,?Michael E. Briggs,?and Andrew I. Cooper *,??Department of Chemistry and Materials Innovation Factory, University of Liverpool, Liverpool L69 7ZD, U.K.",this paper's author
"[18]C. Yang, Y. Chen, D.-X. Wang, L. Zhao, M.-X. Wang,Synthesis of Electron-De?cient Oxacalix[2]arene[2]triazines andTheir Isomeric Analogs from a One-Pot Reaction ofPer?uorinated Dihydroxybenzenes with Dichlorotriazines, Org.Lett. 15 (2013) 4415每4417.Synthesis of D 3hsymmetric bicyclocalix[2]arene[2]triazines 6351Synthesis of a Large, Shape-Flexible, Solvatomorphic Porous Organic CageBaiyang Teng,? Marc A. Little*,? Tom Hasell,? Samantha Y. Chong,? Kim E. Jelfs,? Michael E. Briggs,? and Andrew I. Cooper*,??Department of Chemistry and Materials Innovation Factory, University of Liverpool, Liverpool, L69 7ZD, U.K.",this paper's author
"31The addition of a single extra carbonatom into the vicinal diamine-functionalized ring resulted in aminor change to the bond angle between the diamine groups,which increased the size of the cage product from a 10-component [4 + 6] cage to a 20-component [8 + 12] cage.Likewise, Fujita demonstrated that slight changes to bondangles between pyridyl ligand donors signi ?cantly a ?ect thestructures of metal ?organic polyhedra, which he referred to as※emergent behavior §.",topology
"34reported thesynthesis of a CC31analogue in which each aromatic ringcontains a single hydroxyl group that is disordered throughoutthe structure ( Scheme 1 ). Here, we report the synthesis of anexpanded analogue of this cage, synthesized using cis-1,3-cyclohexanediamine ( cis-1,3-CHDA) in place of the homo-chiral trans-1,2-CHDA that was used in the synthesis of thesmaller cage. The increase in the bond angle between theamines in the cis-1,3-CHDA results in a change in cagetopology from a 10-component tetrahedral [4 + 6] cage to a20-component cubic [8 + 12] cage ( Scheme 1 ).",topology
"←RESULTS AND DISCUSSIONCC20 was obtained by the self-assembly of 8 molecules of 2-hydroxy-1,3,5-triformylbenzene (HO-TFB) with 12 moleculesofcis-1,3-CHDA. CC20 is similar in composition to therecently reported [4 + 6] cage, synthesized from HO-TFB andhomochiral trans -1,2-CHDA.",topology
"Initial attempts to synthesize a cis-1,3-CHDA-containingcage focused on reacting the diamine with 1,3,5-triformylben-zene (TFB). However, multiple experimental attempts (usingdi?erent solvents, concentrations, and stirring rates)35all gavecomplex product mixtures by1H NMR, alongside an insolublewhite precipitate. It has been reported that the introduction ofa suitably positioned hydroxyl group can aid the formation ofcage product.36With this in mind, we switched from usingTFB to HO-TFB. HO-TFB was recently reported by Petryk etal. to form a [4 + 6] cage by reaction with chiral trans-1,2-CHDA ( Scheme 1 ). On mixing solutions of cis-1,3-CHDAwith HO-TFB in DCM/MeOH, an insoluble yellowprecipitate was formed initially. After the reaction mixturestood for 1 week, crystals began to grow on the walls of the?ask. During optimization of the experimental conditions, itwas found that layering a dilute solution of the cis-1,3-CHDAonto solid HO-TFB, without stirring, avoided the formation ofthe initial insoluble precipitate; a small amount of TFA wasalso observed to catalyze the reaction. After 2 weeks, a yellowcrystalline product formed on the inner wall of the ?ask, thistime without any insoluble coprecipitate.",topology
"These voids are ?lled with disordered solvent in the crystalstructure.Scheme 1. Synthesis of the [4 + 6] Cage Reported by Petryket al.34and the [8 + 12] Cage Reported Here, Both by ImineCondensationaaIn each cage, all aromatic rings contain a single hydroxyl group thatis disordered throughout the structure. Atoms colors are as follows:gray, carbon; white, hydrogen; blue, nitrogen; red, oxygen.Crystal Growth & Design ArticleDOI: 10.1021/acs.cgd.8b01761Cryst. Growth Des. 2019, 19, 3647 ?36513648Gas-phase computational simulations show that bothconformations geometry optimize to the same conformationwith no other conformer present within 20 kJ mol?1of thislow-energy conformer. Thus, these two conformations of thecage are not distinct minima when the molecule is consideredin isolation and their presence is likely due to crystal-packinge?ects in the solid state. This suggests that there is some?exibility in the cage, although computational modelingsupported by experimental porosity measurements alsosuggests that the cage remains shape-persistent upon desolva-tion.",topology
"22,23Previous e ?orts toward thepreparation of new organic cages have tended to focus onthe assembly, via reversible reactions, of one24or two distinctstarting materials into cages that comprise fewer than 20subunits. The synthesis of larger multicomponent organiccages with high surface areas and large pore volume is rare. Todate, Warmuth,25,26Mastalerz,7,27Gawronski,28Beuerle,29,30and our group31have successfully obtained large organic cagesfrom at least 20 subunits. However, with the exception ofMastalerz ’s [8 + 12] boronic ester cages,7,27none of these largecages exhibits permanent porosity in the solid state. This couldbe due to collapse of the desolvated cages as a cumulativee?ect of limited rotation in multiple “rigid ”bonds.",topology
"1H and13C NMR,di?usion NMR, and high-resolution mass spectrometry wereconsistent with the formation of an [8 + 12] cage ( Figures S1 ?S5). The successful outcome of this reaction suggests that thehydroxyl group on the aromatic ring is required to stabilize thegeometrical structure of the [8 + 12] cage intermediates byforming salicylic imines with intramolecular hydrogenbondingin the absence of hydroxyl groups, this [8 + 12]cage did not form.",topology
"Four solvated single-crystal structures of CC20 wereidenti ?ed. Directly from the synthesis in CH2Cl2and MeOHwe obtained large solvated crystals ( Figure S7 ) with cubic Pm3symmetry. In the Pm3 structure, there are two crystallo-graphically distinct CC20 conformers ( Figure 1 a,b). Whileboth CC20 conformers have open cuboctahedral shapes,comparable to the shape of the [8 + 12] cage reported byGawronski,28one of the cage conformers has an ellipticalshape, which elongates the cage windows ( Figure 1 a).CC20does not have bulky tert-butyl substituents on the vertices likethe Gawronski cage. In the CC20 Pm3 structure, the cages arepacked ine ?ciently window to window, resulting in theformation of large interconnected extrinsic voids ( Figure 1 c).",topology
