content,category
"[14,15]Figure 3b depicts the electron density contourmap with the bond paths of the CH3﹞﹞﹞CH3region. The C /C0H﹞﹞﹞H/C0C interactions between the methyl hydrogens in thetetratopic precursors are strong and possess a large 1(r) valueof 0.010 ebohr/C03, which is much larger than the 1(r) (1.2 /C148Figure 2. a) X-ray crystal structure of [4 +8] molecular cage OMC3 .[21]C gray, N blue, O red, H white. b) The crystal structure colored bysymmetry operation. c) Geometrical approach to the cage moleculeviewed along two-fold axis. The orange spheres are defined by themidpoint of two neighboring carbon atoms of cyclohexanediamine, thedark gray spheres are defined by the central carbon atom of thetetratopic aldehyde moiety. d) The nonplanar geometry of the hexago-nal pore windows. e) The geometry of the triangular pore windows.",topology
"To gain theoretical insights, the formation of the otherpossible cages, [2+4] cage (OMC4), [3 +6] cages (OMC5 andOMC6) were analyzed through density functional theory(DFT) calculation and compared to the formation of OMC3(Supporting Information, Figure S27). After the optimizationof molecular geometries, the entropy of symmetry ( Ssys) of the[4+8] cage ( OMC3 ) was 4.44 kJmol/C01less than that of themost common [3 +6] cage (OMC5), indicating that the [3 +6]cage (OMC5) is symmetry-entropically more favored than theOMC3 (Supporting Information, Table S4). However, ther-modynamic analysis of the conversion of OMC3 to othercages shows that although the formation of [4+8] cage(OMC3 ) is entropically less favored, it is more favoredenthalpically showing positive standard reaction enthalpy(DrHA) energy and positive standard reaction Gibbs energy(DrGA) (Table 1). We also monitored the reaction progress byanalyzing the solution phase using NMR spectroscopy(Supporting Information, Figure S7). We found all the start-ing materials were consumed within the first 5 minutes andthe cage product was gradually increased over the course of24 h. After 48 h, the ratio of OMC3 in the solution phase wasdecreased presumably because the precipitation of OMC3overrides its formation under a very low concentration.",topology
[20]The structure of the bindingTable 1: Theoretical thermodynamic data of the conversion of the [4 +8]cage ( OMC3 ) to the other cages.,topology
"Product DrSA[kJmol/C01]DrHA[kJmol/C01]DrGA[kJmol/C01][4+2] cage (OMC4) 0.12 364.34 329.37[3+6] cage (OMC5) 0.13 603.79 566.43[3+6] cage (OMC6) 0.25 504.36 429.48Figure 4. a) Crystal-packing diagram of OMC3 viewed along the [010]direction. b) Hirshfeld surfaces of the cage mapped with the deviewedalong the [010] direction, mapped between 1.0 (red) and /C215.0 /C138(blue). c) Crystal-packing diagram of OMC3 viewed along the [001]direction. d) Hirshfeld surfaces for the cage mapped with the deviewed along the [001] direction. e) Iodine vapor uptake over time byOMC3 at ambient pressure and 77 8C. The inset shows the colorchange of the sample from yellow to dark upon iodine adsorption.f) Optimized structures of I2andOMC3 complex.",topology
"4. Theoretical Study  Computations were performed by Gaussian 09 suites of programs and Multiwfn software.2,3 The geometries of [ 2+4] cage (b), [ 3+6] cages (b and c), and [ 4+8] cage were optimized by employing the B3LYP method with 3 -21G basis set.  The hydrogen atoms  of crystal structure were optimized by the B3LYP method with 3 -21G basis set . All optimized structures were characterized to be true local energy m inima on the potential energy surface without imaginary frequencies. QTAIM analysis were obtained using B3LYP -D3 methods with 6 -31+G(d) basis set based on the optimized structures.  To assure comparability of thermodynamic properties, we use the thermodynam ic data of optimized structure to carry on the thermodynamic analysis.",topology
"Reaction equations of  the conversion of [ 4+8] cage to the others    The enthalpy of reaction was calculated by  ?????牟=﹉(??0+??????????)products?﹉(??0+??????????)reactants  (8) The Gibbs  free energies of reaction  were calculated by : ?????牟=﹉(??0+??????????)products?﹉(??0+??????????)reactants  (9) The entrop ies of reaction  were  calculated by  ?????牟=?????牟??????牟?? (10) The root mean square displacement  (RMSD) was defined as:  RMSD=﹟1??﹉[(?????????,)2+(?????????,)2+(?????????,)2]n??  (11) xi and xi＊ denote  the X -coordinate i-th atom in the first and second structure . yi and yi＊ denote  the Y -coordinate i-th atom in the first and second structure . zi and zi＊ denote  the Z -coordinate i-th atom in the first and second structure .",topology
S20   Figure S28. Optimized [4+8] cage structure  (blue)  and the crystal [ 4+8] structure (red) of the cage (OMC3 ).,topology
"The root mean square deviation (RMSD) of the predicted structure relative to the crystal structure is 0.85 ?, suggesting the optimized [4+8] cage structure is very close to the crystal structure of OMC3  and the reliability of our calculation method (Figure S28).",topology
Entry Paths 老(r) ?2老(r) G(r) V(r) H(r) 竹1 竹2 竹3 汍0 1 H﹞﹞﹞H 0.0099  0.0382  0.00761  ?0.00567  0.00194  0.0573  ?0.0090  ?0.0101  0.1149  2 H﹞﹞﹞H 0.0012  0.0033  0.00060  ?0.00037  0.00023  0.0048  ?0.0007  ?0.0008  0.0098  3 N﹞﹞﹞H 0.0387  0.1033  0.02785  ?0.02986  ?0.00202  0.2161  ?0.0558  ?0.0570  0.0217  4 N﹞﹞﹞H 0.0372  0.0993  0.02666  ?0.02849  ?0.00184  0.2060  ?0.0528  ?0.0539  0.0208  5 N﹞﹞﹞H 0.0697  0.1477  0.04863  ?0.06034  ?0.01171  0.4120  ?0.1304  ?0.1340  0.0274  6 N﹞﹞﹞H 0.0595  0.1415  0.04243  ?0.04947  ?0.00704  0.3509  ?0.1034  ?0.1059  0.0245   Table S 3. Theoretical thermodynamic data of the optimized cages . (Hartree)  Compounds  汍0 + Hcorr 汍0 + Gcorr [4+8] cage ( OMC3) 每6252.79  每6253.07  [2+4] cage ( OMC4) 每3126.3  每3126.46  [3+6] cage ( OMC5) 每4689.48  每4689.71  [3+6] cage ( OMC6) 每4689.42  每4689.64   Table S 4. Entropy of the symmetry values as a function of symmetry operation number 考 (T = 298 K) .,topology
Compounds  Point group  考 Ssys (kJ﹞mol每1)  [4+8] cage ( OMC3) C2 2 1.72 [2+4] cage ( OMC4) D2h 8 5.15 [3+6] cage ( OMC5) D3h 12 6.16 [3+6] cage ( OMC6) C2v 4 3.44    S23  Table S 5. BCP data in atomic units for the covalent interactions .,topology
