content,category
"The resulting red -colored solid was immediately dissolved in dichloromethane and purified by recycling gel permeation chromatography (rGPC) (DCM, 3 0°„C, 5 mL/min) to give 14 mg (46%) of (OMe -cube) 2 as a yellow solid.",comprehensive synthesis
"Synthesis of (OMe -cube) 3 (improved protocol)   To a solution of TBTQ 1 (20 mg, 0.043  mmol) and 2,5 -dimethoxy -terephthaldehyde 3 (12.6 mg, 0.0649 mmol ) in deuterated dichloromethane ( 4 mL) in a screw -capped 8 mL glass vial a catalytic TFA (0.4 ¶ÃL, 0.005  mmol) was added and the reaction mixture was stirred at 80°„C for 3 days. A fter cooling to room temperature, the crude reaction mixture was washed with aq. K 2CO 3 solution (0.25 M, 3 °¡ 2 mL) and dried over Na 2SO 4. The solution was concentrated under reduced pressure and the resulting red -colored solid was immediately dissolved in dichloromethane and purified by rGPC (DCM, 30°„C, 5 mL/min) to give 24 mg 80% of (OMe -cube) 3 as a yellow solid.",comprehensive synthesis
"252   10. Imine condensation between TA -TBTQ and 2,5 -dihydroxy dialdehyde linkers at different catalyst concentrations and temperatures  to study the formation of cage /catenanes  To a solution TBTQ 1 (5 mg, 10.7 ¶Ãmol, 1equiv) and 2, 5-dihydro xy dialdehyde (2.7 mg, 16.1 ¶Ãmol, 1.5 equiv) in CDCl 3, catalytic TFA was added and the reaction mixture was stirred at RT and at 80 oC After 3 days, 1H NMR spectra of the crude reaction mixtures were measured (Figure 400) to check the formation o f catenane .",comprehensive synthesis
"CDCl3, 48 mol% TFAreaction temp:RTCDCl3, 96 mol% TFAreaction temp:RTCDCl3, 12 mol% TFAreaction temp:RTCDCl3, 12 mol% TFA, reaction temp:80oCa)b)c)d) Figure 400. Partial 1H NMR (300 MHz, CDCl 3) spectra of crude reaction mixture of OH-cube  at diff TFA concentrations (a -c) and at diff. temperatures (a and d).",comprehensive synthesis
"253   11. Imine condensation  between TA -TBTQ and dialdehyde linkers in different solve nts to stud y the formation of cage /catenanes  General procedure: To a solution of TBTQ 1 (5.6 mg, 12 ¶Ãmol, 1equiv) and 2,5 -substituted terephthaldehyde (16.1 ¶Ãmol) in CDCl 3 or CD 2Cl2 or THF -d8 or 1,4 dioxane -d8 (1 mL), a catalytic amount of TFA (0.1 ¶ÃL, 1. 3 ¶Ãmol) was  added and the reaction mixture was stirred at RT for 3 days. 1H NMR and MALDI -TOF spectra of the crude reaction mixtures were measure d after three days ( Figur e 401-S413 ) to check the formation of [12+8] cages and its catenanes.",comprehensive synthesis
"Synthesis of H -cube   To a solution of TBTQ 1 (10 mg, 0.0 22 mmol) and terephthaldehyde 4 (4.4 mg, 0.0 33 mmol) in THF ( 6 mL) a catalytic amount o f TFA (0.2 ¶ÃL, 0.003 mmol) was added and the reaction     15  mixture was stirred at RT for 4 hrs. The r eaction mixture was diluted to 50 mL with dichloromethane. An a queous solution of K 2CO 3 (0.25 M, 6 mL) was added to the reaction mixture and stirred for five minutes at RT. The a queous layer was separated and the organic layer was further washed with water (4 °¡ 20 mL). The organic layer was collected, dried over Na2SO 4 and concentrated at 5 mL on a rotary evaporator. The resulting solution  was again diluted to total  volume of 50 mL with methanol  and then concentrated on a rotary evaporator.",comprehensive synthesis
The resulting yellow solid was dissolved in a small amount of dichloromethane and precipitated by the addition of me thanol ( 3 mL). The resulting mixture was  ultrasonic ated and then the precipitate was separated by centrifugation technique. The yellow solid was dried and further dissolved in a small amount of dichloromethane and reprecipitated by the addition of methanol to give 12 mg (89%) of H-cube  as a yellow solid .,comprehensive synthesis
"Synthesis of Me -cube   To a solution of TBTQ 1 (10 mg, 0.02 2 mmol) and 2,5 -dimethyl -terephthaldehyde 5 (5.2 mg, 0.032 mmol ) in deuterated chloroform ( 4 mL) in a screw -cap 8 mL glass vial , a catalytic     16  amount of TFA (0.2 ¶ÃL, 0.003  mmol) was added and the reaction mixture was stirred at RT for 18 hours. The reaction mixture was concentrated to 1 mL by rotary evaporation and methanol (16 mL) was added. The precipitate was separated by  the centrifugation technique.",comprehensive synthesis
"17  Synthesis of Et -cube   To a solution of TBTQ 1 (10 m g, 0.0 22 mmol) and 2,5 -diethyl -terephthaldehyde 6 (6.1 mg, 0.032 mmol ) in deuterated chloroform ( 4 mL) a catalytic amount of TFA (0.2 ¶ÃL, 0.003  mmol) was added and the reaction mixture was stirred at RT for 24 hours. The reaction mixture was diluted to a t otal volume of 20 mL with acetonitrile and the resulting solution was concentrated to 5 mL under reduced pressure. The yellow precipitate was separated by centrifugation technique. The collected yellow precipitate was repeatedly suspended in acetonitrile (3 x 5 mL) sonicated  (20 seconds)  and separated by the centrifuge technique afforded 11.2 mg (75%) of Et-cube  as a yellow solid.",comprehensive synthesis
"18  Synthesis of (Et -cube) 2   To a solution of TBTQ 1 (10 mg, 0.02 2 mmol) and 2,5 -diethyl -terephthaldehyde 6 (6.1 mg, 0.032  mmol) in THF (2 mL), a catalytic amount of TFA (0.2 ¶ÃL, 0.0026 mmol) was added and the reaction mixture was stirred at RT for 4? days. Afterward, the crude reaction mixture was concentrated under reduced pressure and the resulting solid was immediately dissolved in chloroform and purified by rGP C (CHCl 3, 40°„C, 3.5 mL/min) to give 5.2 mg (35%) of (Et-cube) 2 as a yellow solid.",comprehensive synthesis
"Synthesis of  OEt-cube    To a solution of TBTQ 1 (5 mg, 0.0 1 mmol) and 2,5 -diethoxy -terephthaldehyde 7 (3.6 mg,  0.016 mmol ) in deuterated chloroform (5  mL), a catalytic amount of TFA (0.1 ¶ÃL, 0.00 1 mmol) was added and the reaction mixture was stirred for 4 hours at RT. Afterward, the crude reaction mixture was purified by r -GPC (CHCl 3) and then the collected fracti ons (25 mL) were diluted to a total volume of 50 mL with acetonitrile. The solvents were removed  under reduced pressure to a volume of 10 mL and diluted again to 50 mL with acetonitrile before solvents were completely removed under vacuum to give 6.7 mg (8 4%) of OEt-cube  as a yellow solid.",comprehensive synthesis
"Synthesis of (OEt -cube) 2  To a solution of TBTQ 1 (10 mg, 0.022  mmol) and 2,5 -diethoxy -terephthaldehyde 7 (7.2 mg, 0.032 mmol) in deuterated chloroform (2 mL), a catalytic amount of TFA (0.2 ¶ÃL, 0.00 3 mmol) was added  and the reaction mixture was stirred at RT for 7 days. Afterward, the crude reaction mixture was concentrated to 1 mL and purified by r -GPC (CHCl 3, 40°„C, 5 mL/min) to give 4 mg (25%) of (OEt -cube) 2 as yellow solid.",comprehensive synthesis
"Synthesis of OiPr-cube   To a solution of TBTQ 1 (10 mg, 0.0215 mmol) and 2,5 -isopropoxy -terephthaldehyde 8 (8.1 mg, 0.032 mmol) in chloroform (deuterated, 2 mL), a catalytic amount of TFA (0.2 ¶ÃL, 0.003 mmol) was added and the reaction mixture was stirred at RT for 24 hours. The r eaction mixture was  concentrated to 1 mL  under reduc ed pressure and then purified by r -GPC (chloroform, 40°„C, 3.5 mL/min) to give 16.1 mg (95%) of OiPr-cube  as yellow solid.",comprehensive synthesis
"22  Synthesis of SMe -cube   To a solution of TBTQ 1 (5.3 mg, 0.01 1 mmol) and 2,5 -bis(methylthio)terephthalaldehyde) 9 (3.6 mg, 0.016 mmol) in 1,1,2,2 tetrachloroethane (anhydrous, 2 mL), a catalytic amount of TFA (0.1 ¶ÃL, 0.001  mmol) was added and the reaction mixtur e was stirred at RT for 2 hours.",comprehensive synthesis
"The saturated solution of aq. NaHCO 3 (2 mL) was added to the reaction mixture and it was further stirred at RT for 10 minutes. The organic layer was separated, washed with water (4 x 3 mL) and precipitated by adding methano l into the organic layer (6 mL) , and left at RT for 4 hours. The yellow precipitate was separat ed by centrifugation technique, repeatedly washed with methanol (4 x 4 mL)  and dried  to give 6.4 mg (80%) of SMe -cube  as a yellow solid.",comprehensive synthesis
"23  Synthesis of (SMe -cube) 2  To a solution of TBTQ 1 (10 mg,  0.022 mmol) and 2,5 -bis(methylthio)terephthalaldehyde 9 (7.3 mg, 0.032  mmol) in deuterated chloroform  (2 mL), a catalytic amount of TFA (0.2 ¶ÃL, 0.003  mmol) was added and the reaction mixture was stirred at RT for 3 days. Afterward, the crude reaction mix ture was concentrated under reduced pressure and the resulting solid was immediately dissolved in chloroform and purified by r -GPC (CHCl 3, 40°„C, 3.5 mL/min) to give 10.7 mg (66%) of (SMe -cube) 2 as a yellow solid.",comprehensive synthesis
"Synthesis of (SMe -cube) 3   To a solution of TBTQ 1 (15.4 mg, 0.0331 mmol) and 2,5 -bis(methylthio)terephthalal dehyde) (10.9 mg, 0.0482 mmol) in deuterated dichloromethane (3 mL) in a screw -capped 8 mL glass vial a catalytic TFA (0.3 ¶ÃL, 0.0038 mmol) was added and the reaction mixture was stirred at 80°„C for 4 days. After cooling down to room temperature, the crude  reaction mixture was stirred with aq. K 2CO 3 solution (0.25 M, 3 °¡ 2 mL) for 10 minutes, the organic layer was separated and dried over Na 2SO 4. The solution was concentrated under reduced pressure and the resulting yellow solid was immediately dissolved in  dichloromethane and purified by rGPC (THF, 40°„C, 3 mL/min) to give 14 mg (58%) of (SMe -cube) 3 as a yellow solid.  (Note: BHT from the cage was removed by pentane wash).",comprehensive synthesis
"26  Synthesis of 15N labelled *(SMe -cube) 3   To a solution of TBTQ 14 (10.3 mg, 0.022 mmol) and 2,5 -bis(methylthio)terephthalaldehyde) (7.2 mg, 0.03 2 mmol) in dichloromethane (deuterate d, 2 mL) in a screw -capped 8 mL glass vial a catalytic TFA (0.2 ¶ÃL, 0.003  mmol,) was added and the reaction mixture was stirred at 80°„C for 4 days. After cooling down to room temperature, the crude reaction mixture was stirred with aq. K 2CO 3 solution (0.25  M, 3 °¡ 2 mL) for 10 minutes. The organic layer was separated, dried over Na 2SO 4 and concentrated under reduced pressure. The resulting yellow solid was immediately dissolved in dichloromethane and purified by rGPC (THF, 40°„C, 3 mL/min) to give 8.8 mg (55% ) of *(SMe -cube) 3 as a yellow solid.  (Note: BHT from the cage was removed by pentane wash).",comprehensive synthesis
"27   Synthesis of StBu-cube   To a solution of TBTQ 1 (10 mg, 0.02 2 mmol) and 2,5 -bis(tert -butylthio)terephthalaldehyde 10 (10 mg, 0.032 mmol) in chloroform ( 2 mL), a catalytic amount of TFA (0.2 ¶ÃL, 0.003  mmol) was added and the reaction mixture was stirred for 18 hours at RT. The s olvent was evaporated and the resulting solid was dissolved in DCM (0.3 mL). Methanol (4 mL) was added and the resulting yellow precipitate was separated by centrifugation technique. The precipitate was repeatedly dried and dissolved in a small amount of dichloromethane (3 x 0.3 mL) and reprecipitated by the addition of methanol to give 14 mg (75%) of StBu-cube  as a yellow solid.",comprehensive synthesis
"28   Synthesis of Br -cube   To a solution of TBTQ 1 (5 mg, 0.01  mmol) and 2,5 -bromo -terephthaldehyde 11 (4.7 mg, 0.016 mmol) in chloroform (1 mL), a catalytic amount of  TFA (0.1 ¶ÃL, 0.001  mmol) was added and the reaction mixture was stirred at RT for 18 hours. The reaction mixture was concentrated to ~0.2 mL and acetonitrile (4 mL) was added. The resulting precipitate was separated by the centrifugation technique. The pr ecipitate was repeatedly dried and dissolved in a small amount of dichloromethane (3 x 0.2 mL) and reprecipitated by the addition of acetonitrile afforded  8.4 mg (92%) of Br-cube  as a yellow solid.",comprehensive synthesis
"29   Synthesis H/ OMe -cube   To a solution of TBTQ 1 (5.4 mg, 0.01 2 mmol) and 2 -methoxy -terephthaldehyde 12 (2.6 mg, 0.016 mmol) in deuterated chloroform (1 mL) in a screw -capped 8 mL glass vial, a catalyt ic amount of TFA (0.1 ¶ÃL, 0.001  mmol) was added and the reaction mixture was stirred at RT for 3 hours. Solid NaHCO 3 (200 mg) was added and the reaction mixture was further stirred at RT for 10 minutes.  The o rganic layer w as separated by decantation and concentrated to a total volume of 1 mL and then purified by recycling gel permeation chromatography (rGPC) (THF, 40°„C, 5 mL/min) to give 2.4 mg (35%) of Mono -OMe -cube  as a yellow solid.",comprehensive synthesis
"30   Synthesis ( H/OMe -cube) 2   To a solution of TBTQ 1 (5.3 mg, 0.01 1 mmol) and 2 -methoxy -terephthaldehyde 12 (2.6 mg, 0.016 mmol) in deuterated dichloromethane (1 mL ) in a screw -capped 8  mL glass vial, a catalyt ic amount of TFA (0.1 ¶ÃL, 0.001  mmol) was added and the reaction mixture was stirred at RT for 4 days. Afterward, the crude reaction mixture was stirred with aq. K 2CO 3 solution (0.25 M, 3 °¡ 2 mL) for 10 minutes , the organic lay er w as separated, dried over Na2SO 4 and concentrated under reduced pressure. The resulting yellow solid was dissolved immediately in dichloromethane and purified by recycling gel permeation chromatography (rGPC) (THF, 40°„C, 3 mL/min) to gi ve 2.9 mg (42%) of (Mono-OMe -cube) 2 as a yellow solid.",comprehensive synthesis
"Nature Chemistrynature chemistryhttps://doi.org/10.1038/s41557-022-01094-wArticleDimeric and trimeric catenation of giant chiral [8?+?12] imine cubes driven by weak supramolecular interactionsBahiru Punja Benke, Tobias Kirschbaum, J®πrgen Graf, J®πrgen H. Gross?  ? & Michael Mastalerz?  ? Mechanically interlocked structures, such as catenanes and rotaxanes, are fascinating synthetic targets and some are used for molecular switches and machines. Today, the vast majority of catenated structures are built upon macrocycles and only a very few examples of three-dimensional shape-persistent organic cages forming such structures have been reported. However, the catenation in all these cases was based on a thermodynamically favoured ¶–®C¶–-stacking under certain reaction conditions. Here, we show that catenane formation can be induced by adding methoxy or thiomethyl groups to one of the precursors during the synthesis of chiral [8?+?12] imine cubes, giving dimeric and trimeric catenated organic cages. To elucidate the underlying driving forces, we reacted 11 differently 1,4-disubstituted terephthaldehydes with a chiral triamino tribenzotriquinacene under various conditions to study whether monomeric cages or catenated cage dimers are the preferred products. We find that catenation is mainly directed by weak interactions derived from the substituents rather than  by ¶–-stacking.",this paper's author
"2015 ,54, 12733 ?12737.Journal of the American Chemical Society pubs.acs.org/JACS Articlehttps://doi.org/10.1021/jacs.2c03959J. Am. Chem. Soc. 2022, 144, 12390 ?1239912399nature chemistryhttps://doi.org/10.1038/s41557-022-01094-wArticleDimeric and trimeric catenation of giant chiral [8?+?12] imine cubes driven by weak supramolecular interactionsIn the format provided by the authors and unedited    1  Dimeric and Trimeric Catenation of Giant Chiral [8+12] Imine Cubes Driven by Weak Supramolecular Interactions  Bahiru P unja Benke, [a] Tobias  Kirschbaum,[a]  J®πrgen Graf, [a] J®πrgen H. Gross,[a] and Michael Mastalerz*[a]  Table of Contents  1. Materials and methods       2 2. Synthesi s and characterization       3 3. 1D and 2D NMR spectra        31 4. DOSY spectra         195 5. Mass s pectra          206 6. IR spectra          217 7. UV spectra          228 8. GPC data          239 9. Variable  concentration NMR studies      248 10. Vari able c atalyst concentrations       252 11. Different solvent NMR studies       253 12. Thermodynamic data        267 13. 1H NMR assignment for dimeric catenane      287 14. Variable temperature NMR studies with tri meric catenane   333 15. 1H NMR kinetic studies        338 16. Catenation  studies withou t acid catalyst      341 17. Mechanistic studies of catenanes by mass spectrometry    342 18.  Models of Weak interactions       347 19. Computational details        348 20. References          361     2  1. Material s and methods  All reagents for synthesis were pur chased fr om commerci al suppliers and used without further purification. Chloroform was passed through the basic alumina column (Type IV) before it was used it for all the cage and catenane reactions.  All air -sensitive reactions were performed using oven -dried glass ware under an inert atmosphere of argon. Analytical thin layer chromatography (TLC) was performed on MERCK precoated silica gel 60 F 254 TLC plates.",this paper's author
"31. Greenaway, R. L. et al. High-throughput discovery of organic cages and catenanes using computational screening fused with robotic synthesis. Nat. Commun. 9, 2849 (2018).Nature ChemistryArticle https://doi.org/10.1038/s41557-022-01094-w32. Beaudoin, D., Rominger, F. & Mastalerz, M. Chiral self-sorting of [2+3] salicylimine cage compounds. Angew. Chem. Int. Ed. 56, 1244®C1248 (2017).",topology
"36. Beaudoin, D., Rominger, F. & Mastalerz, M. Chiral self-sorting  of [2+3] salicylimine cage compounds. Angew. Chem. 129, 1264®C1268 (2017).",topology
"37. Bhat, A. S. et al. Transformation of a [4+6] salicylbisimine cage to chemically robust amide cages. Angew. Chem. Int. Ed. 58, 8819®C8823 (2019).",topology
"39. Schick, T. H. G., Rominger, F. & Mastalerz, M. Examination of the dynamic covalent chemistry of [2 + 3]-imine cages. J. Org. Chem.",topology
"35) with 2,4-dihydroxy-terephthalaldehyde 2 under typical conditions we have used before for similar systems (TFA catalyst, CDCl3, r.t)34,36 gave the clean chiral [8?+?12] cage OH-cube in 86% isolated yield (Fig. 1 ) which was identified by NMR and mass spectrometry.",topology
"In contrast to the reaction with aldehyde 2, here the 1H NMR spectrum of the crude product was very complex with a large number of peaks in the aromatic as well as in the aliphatic region (Fig. 2b ). The corre -sponding matrix-assisted laser desorption/ionization®Ctime of flight mass spectrometry (MALDI®CTOF-MS) revealed that in addition to the [8?+?12] OMe-cube ( m/z ?5,623.21), a [16?+?24] condensation product (m/z ?11,245.46) was generated and even a small peak with m/z ?16,868.53 was detected (Fig. 2c ), suggesting that a larger [24?+?36] species may have formed. Taking into consideration the complex 1H NMR spectra reported previously for triply interlocked cages24, it was assumed that these species are most probably catenated dimer (OMe-cube)2 and trimer (OMe-cube)3 rather than larger more symmetric and Nature ChemistryArticle https://doi.org/10.1038/s41557-022-01094-wexclusively at m/z ?16,868.69 (first fraction), m/z ?11,245.57 (second frac -tion) and m/z ?5,623.24 (third fraction), which exactly fit to a [24?+?36], a [16?+?24] and a [8?+?12] species, respectively. The 1H NMR spectrum (Fig. 3h) of the third fraction was very simple, showing signals compa -rable to OH-cube, and in combination with the mass spectrum (Fig. 3c )  this compound was clearly identified as the monomeric chiral [8?+?12] OMe-cube. Diffusion-ordered NMR spectroscopy (DOSY) in deuter-ated DCM at 295?K showed only one trace with a diffusion coefficient of D?=?3.09?°¡?10?10?m2?s?1, which according to the uncorrected Stokes®CEinstein equation corresponds to a solvodynamic radius of rS?=?16.9?? (Supplementary Fig. 308). In contrast to the relatively simple 1H NMR spectrum of monomeric OMe-cube (Fig. 3h), that of the [16?+?24] species was much more complex (Fig. 3i). Nevertheless, despite the large number of signals, most of them were sharp and did not super -impose, allowing a more detailed analysis of the structure (Fig. 4a; for detailed structural analysis, see Supplementary Information,  section 13). Two-dimensional NMR experiments identified eight dif -ferent types of imine protons and eight different methoxy protons  (Fig. 4b,c ). This is exactly the number expected for a triply interlocked cage dimer (see cartoon in Fig. 4h) Other possible catenanes, such as a singly interlocked dimer (Fig. 4g, 12 imine peaks) or quadru -ply interlocked dimer (Fig. 4i, six imine peaks), can clearly be ruled out. DOSY NMR in CD2Cl2 at 295?K showed only one trace of signals for ( OMe-cube)2, confirming that this is a single species. The diffu -sion coefficient D?=?2.67?°¡?10?10?m2?s?1 corresponds to a solvodynamic radius of 19.6?? (Supplementary Fig. 309). This is slightly larger than for OMe-cube (16.9??) which is consistent with its slightly larger size.",topology
"33. Wagner, P. et al. Chiral self-sorting of giant cubic [8+12] salicylimine cage compounds. Angew. Chem. Int. Ed. 60,  8896®C8904 (2021).",topology
"251   Table 1: Synthesis of dimethoxy OMe -cube  at different concentrations   Entry  TBTQ 1 (mg)  2,5-dimethoxy -terephthaldehyde (mg)  CHCl 3 (mL)  [8+12] cage[a] [16+24]  cage[a] [24+36] cage[a] 1 5 3.1 0.25 Yes Yes Yes 2 5 3.1 0.50 Yes Yes Yes 3 5 3.1 1.00 Yes Yes Yes 4 5 3.1 2.00 Yes Yes No 5 5 3.1 3.00 Yes Yes No 6 5 3.1 4.00 Yes Yes No 7 5 3.1 6.00 Yes Yes No 8 5 3.1 8.00 Yes Yes No 9 5 3.1 25.0 Yes No No Reaction time: 24 h,  Cat TFA  (12 mol%) , [a] crude reaction mixture was analyzed by  MALDI -TOF mass spectroscopy .",topology
