content,category
The aqueous layer was extracted with CH 2Cl2 two times (50 ml each) and the combined organic phases were washed with brine two times (100 ml each) as well as saturated Na 2S2O3-solution (50 ml) once.,comprehensive synthesis
"After drying over MgSO 4, 4-isobutylbenzaldehyde  (S5) was obtained in a yield of 14.8 g (62 mmol, 84%) as yellowish solid. 1H NMR  (400 MHz, CDCl 3): 汛=9.82 (s, 1H), 8.03 (d, J=1.2 Hz, 1H),7.73 (dd, J=8.1Hz, J=1 Hz, 1H), 7.25 (d, J=7.9 Hz, 1H), 7.33 (s, 3H) ㄛ2.68 (d, J=7.8 Hz, 2H), 1.96 -2.08 (m, 1H), 0.95 (d, J=8.2 Hz, 6H). 13C NMR  (100 MHz, CDCl 3, 298 K): 汛 [ppm] 190.22, 148.10, 136.11, 134.03, 128.2, 125.72, 45.58, 30.01, 28.92, 22.53.",comprehensive synthesis
"S1 (1 g, 2.2 mmol), 4 -isobutylbenzaldehyde S5 (2.4 g, 10.0 mmol) and Pd(PPh 3)4 (80 mg) were added to a mixture containi ng THF (50 mL) and an aqueous solution of K 2CO 3 (2 M; 15 mL). The mixture was vigorously stirred at 85 ～ C for 72 h. After the mixture was cooled to room temperature, it was poured into deionized water (150 mL). The aqueous layer was extracted with dichloro methane three times. The combined organic solution was washed with water and dried over magnesium sulfate. After removing the solvent by evaporation, the crude sample was purified by flash column chromatography (EA/PE (1:3); 7  silica gel, 200 -300 mesh), yiel ding pure iBu-C3CHO  (675 mg, 55%) as a white solid. 1H NMR  (400 MHz, CDCl 3): 汛=10.02 (s,3H), 7.83 (d, d, J=2.1 Hz, J=2.9 Hz, 3H), 7.78 (d, J=1.2 Hz, 3H),7.45 (d, J=8.2 Hz,3H), 7.28 (s, 3H), 2.68 (d, J=4 Hz, 6H), 1.82 (m, 3H), 0.81 (d, J=3.85 Hz, 18H). 13C NMR  (100 MHz, CDCl 3, 298 K): 汛 [ppm] 191.91, 146.56, 142.23, 141.04, 134.36, 131.62, 130.90, 129.12, 128.56, 42.55, 29.77, 22.52.",comprehensive synthesis
"Synthesis of tBu-TPDN :  1,3-dibromo -5-tert-tutylbenzene S6 (2.64 mmol, 0.695 g), 2 -(4-(4,4,5,5 -tetramethyl -1,3,2 -dioxaborolan -2-yl)phenyl)acetonitrile S7 (7.9 mmol, 1.92 g), Na 2CO 3 (19.8 mmol, 2.1 g), Pd(PPh 3)4 (0.198 mmol, 0.23 g), and THF/water (50 mL, v/v = 4/1) were placed in a Schlenk tube under N 2 atmospher e, and refluxed for 24 h. After cooling to room temperature, the mixture was filtered through celite and poured into water.",comprehensive synthesis
"The yellow solid was filtered and recrystallized from THF. Then the solid was dried at 100 ～ C under vacuum to get a white powder tBu-TPDN  (672mg, 70%). 1H NMR  (400 M Hz, CDCl 3): 汛=7.66 (d, J=8.08 Hz, 4H), 7.59 (s, 2H ㄘ,7.59 (s, 1H), 7.44 (d, J=8.08 Hz, 3H), 3.82 (s, 4H), 1.46 (s, 9H). 13C NMR  (100 MHz, CDCl 3, 298 K): 汛 [ppm] 152.52, 141.49, 140.75, 128.98, 128.42, 128.09, 123.71, 123.41 , 117.88, 35.05, 31.47, 23.38.",comprehensive synthesis
"Synthesis of NH 2-TPDN :  3,5-Dibromoaniline S8 (2.64 mmol, 0.662 g), S7 (7.9 mmol, 1.92 g), Na 2CO 3 (19.8 mmol, 2.1 g), Pd(PPh 3)4 (0.198 mmol, 0.23 g), and THF/water (50 mL, v/v = 4/1) were placed in a Schlenk tube under N2 atmosphere, and refluxed for 24 h. After cooling to room temperature, the mixture was filtered through 8  celite and poured into water. The yellow solid was filtere d and recrystallized from THF. Then the solid was dried at 100 ～ C under vacuum to get a white powder NH 2-TPDN  (554mg, 65%). 1H NMR  (400 MHz, d6-DMSO): 汛=7.67 (d, J=8.04 Hz, 4H), 7.42 ㄗd, J=8.04 Hz, 4H ㄘ,7.03 (s, 1H), 6.85 (d, J=4 Hz, 2H), 5.37 (s, 2H), 4.08 (s, 4H). 13C NMR  (100 MHz, d 6-DMSO, 298 K): 汛 [ppm] 145.4, 139.8, 139.5, 130.7, 129.1, 128.6, 126.9, 124.5, 119.3, 115.3, 113.4, 22.2.",comprehensive synthesis
"Synthesis of sp2c-M1: Me-C3CHO (432 mg, 1 mmol), phenylacetonitrile (36 3 mg, 3.1 mmol), and Cs2CO 3 (100 mg, 0.02 mmol) were added to MeOH/THF (50 mL, v/v = 4/1) solution. The mixture was vigorously stirred at 40 ～ C for 24 h. The principate was filtered and dried at 100 ～ C under vacuum to get a white powder of sp2c-M1 with 95%  yield (692 mg). 1H NMR  (400 MHz, CDCl 3): 汛=7.93 (d, J=7.90 Hz, 3H), 7.83 (s, 3), 7.68 (d, J=7.09 Hz, 6H), 7.58 (s, 3H), 7.44 (d, J=8.01 Hz, 3H), 7.42 (s, 3H), 7.40 (s, 6H), 7.38 (s, 3H), 2.47 (s, 9H).",comprehensive synthesis
"Synthesis of sp2c-M2: EtO-C3CHO (432 mg, 1 mmol), phe nylacetonitrile (363 mg, 3.1 mmol), and Cs2CO 3 (100 mg, 0.02 mmol) were added to MeOH/THF (50 mL, v/v = 4/1) solution. The mixture was stirred at 80 ～ C for 24 h, evaporated to dryness. The resulting precipitate was washed three times by MeOH and vacuum -dried to a?ord white powder of sp2c-M2 with 87% y ield (713 mg). The colorless single crystals of sp2c-M2 can be obtained by vapor diffusion of MeOH into the solution of sp2c-M2 in THF (Figure S2). 1H NMR  (400 MHz, CDCl 3): 汛=8.10 (d, J=7.90 Hz, 3H), 7.94 (s, 3), 7.87 (s, 3H), 7.67 (d, J=7.29 Hz, 6H), 7.57  (s, 3H), 7.44 (s, 6H), 7.37 (d, J=8.03 Hz 3H), 7.09 (d, J=7.86 Hz, 3H), 4.18 (m, 6H), 1.41 (m,9H). 13C NMR  (100 MHz, CDCl 3, 298 K): 汛 [ppm] 157.90, 142.05, 137.23, 134.95, 133.93, 131.10, 129.79, 129.25, 129.10, 128.80, 126.64, 125.80, 118.74, 112.74, 108 .72, 64.34, 14.85.",comprehensive synthesis
"Synthesis of sp2 Carbon -Linked Porous Organic Cages (sp2c-POCs):  Synthesis of sp2c-POC1 : iBu-C3CHO (11 mg, 0.02 mmol), Me -BDN (5.8 mg, 0.03 mmol), THF (2 ml) MeOH solution of Cs 2CO 3 (0.1 Mㄛ0.5 ml) were added into a 10 -mL Pyrex tube. The  tube was degassed by the freeze 每pump 每thaw technique three times and sealed under vacuum. Then the tube was transferred into an oven to heat at 85 ～ C for 12 h. Colorless single crystals of sp2c-POC1  were then obtained with ‵ 83% yield and washed with MeOH.  1H NMR  (400 MHz, CD 2Cl2): 汛=7.99 (d, J=8Hz, 6H), 7.79 (s, 6H), 7.70 (s, 3H), 7.65 (s, 6H), 7.53 (s, 6H), 7.41 (d, J=7.8Hz, 6H), 7.25 (s, 6H), 2.63 (d, J=7.5 Hz, 12H), 2.46 (s, 9H), 1.94 (m, 6H), 0.84 (d, J=8.1 Hz, 36H).  13C NMR  (100 MHz, CDCl 3, 298 K): 汛  [ppm] 142.56, 142.37, 142.26, 141.09, 139.94, 135.18, 132.29, 131.08, 130.76, 128.98, 127.71, 127.10, 119.23, 118.09, 110.32, 42.24 , 29.57 , 22.55, 21.54.",comprehensive synthesis
"9  Synthesis of sp2c-POC1a : Me-C3CHO (11 mg, 0.025mmol), BDN (5.6 mg, 0.036mmol), o -DCB (2 mL), MeOH so lution of Cs 2CO 3 (0.1 Mㄛ0.5 ml) were added into a 10 -mL Pyrex tube. The tube was degassed by the freeze 每pump 每thaw technique three times and sealed under vacuum. Then the tube was transferred into an oven to heat at 85 ～ C for 12 h. Colorless single crystals  of sp2c-POC1a  were then obtained with ‵ 86% yield and washed with MeOH.",comprehensive synthesis
"Synthesis of sp2c-POC1b : iBu-C3CHO (11 mg, 0.02 mmol), BDN (4.7  mg, 0.03 mmol), Toluene  (2 mL), MeOH solution of Cs 2CO 3 (0.1 Mㄛ0.5 ml) were added into a 5 mL glass vial. The mixture was heated at 85 ～ C for 12 h to give a colorless crystals of sp2c-POC1b  with ‵ 83% yield.",comprehensive synthesis
"Synthesis of sp2c-POC2 : iBu-C3CHO (11 mg, 0.02 mmol), tBu-TPDN  (11 mg, 0.03 mmol), THF (2 mL), MeOH solution of Cs 2CO 3 (0.1 Mㄛ0.5 ml) were added into a 5 mL glass vial. The mixture was heated at 85 ～ C for 12 h. After 1 days the insoluble precipitate was filtered off, and slow vapor diffusion of MeOH into the aforementioned fitrate was allowed for 1 weeks. to give a colorless crys tal of sp2c-POC2  with ‵ 72% yield.",comprehensive synthesis
"Synthesis of sp2c-POC2 -NH 2: iBu-C3CHO (11 mg, 0.02 mmol), NH 2-TPDN  (9.7 mg, 0.03 mmol), DMF (2 mL), MeOH solution of Cs 2CO 3 (0.1 Mㄛ0.5 ml) were added into a 5 mL glass vial. The mixture was heated at 85 ～ C for 12 h to give a yellow crystals of sp2c-POC2 -NH 2 with ‵ 70% yield.   10  Table S1.  Screening for syntheses of sp2c-POCs.",comprehensive synthesis
"The intrinsic cavity space of sp2c-POCs prompted us toexamine their gas adsorption properties. The sp2c-POCsshowed negligible N 2adsorption capacity ( SupportingInformation Figure S29 ) mainly because N 2moleculescannot diffuse through the narrow pores into their cavitiesat such cryogenic temperatures. Thus, we used CO 2ad-sorption at 196 K as an alternative method to probe theirporosity.64This phenomenon is relatively common in po-rous molecular organic materials, such as hydrogen-bonded organic frameworks, supramolecular organicframeworks, and POCs.65每67Their 196 K CO 2saturationcapacities ranged from 68.7 to 152.3 cm3g?1, giving acorresponding calculated Brunauer 每Emmett 每Teller (BET)surface area ranging from 185 to 350 m2g每1(Figure 3aandSupporting Information Figures S30 每S34). Notably, sp2c-POC1 exhibited the highest BET surface area among thesesp2c-POCs, suggesting the solid-state packing has a largein?uence on their surface areas ( Supporting InformationFigures S24 每S28 and Table S5 ). In terms of the mostuseful gas adsorption property, sp2c-POC1 was selectedas a representative to study its sorption of various gasesat different temperatures, as well as analytical applica-tions. At 298 K and 100 kPa, sp2c-POC1 absorbed signi ?-cant quantities of gases with the exception of N 2,w i t huptake capacities of 27.4 and 6.1 cm3g?1for CO 2and CH 4(Figure 3b), respectively. Moreover, it absorbed about35 cm3g?1of C2 hydrocarbons at 273 K and 100 kPa(Supporting Information Figure S36 ). These sorption dataare comparable to those derived from the reported POMswith narrow pores.68Notably, the CO 2uptake capacitiesofsp2c-POC1 were much higher than those of theconcave-shaped aromatic trialdehyde precursor, whoseCO2uptake is only about 1.1 cm3g?1(Supporting Infor-mation Figure S37 ). This result reveals that bridging mo-lecular synthons with intrinsic cavities leading into cagescan possess highly enhanced gas storage abilities. More-over, the gas sorption isotherms of CO 2,C H 4,a n dN 2at273 K were investigated to calculate the correspondingisosteric heat of adsorption ( Qst) values for these gases(Supporting Information Figures S38 每S41).",surface area
"Highly Stable sp2Carbon-ConjugatedPorous Organic CagesFenglei Qiu1,2, Xun Chen1,2, Wenjing Wang1, Kongzhao Su1,3* & Daqiang Yuan1,3*",this paper's author
"Experimental MethodsThe phenylacetonitriles, organic solvents, and inorganicand organic bases obtained from commercial sourceswere employed without further puri ?cation. The longerditopic V-shaped diacetonitriles were prepared by Suzukicross-coupling reactions between substituted 1,3-dibro-mobenzene and 2-(4-(4,4,5,5-tetramethyl-1,3,2-dioxabor-olan-2-yl)phenyl)acetonitrile. The substituted aromatictrialdehydes were synthesized through 1,3,5-tris(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzene and relatedsubstituted 3-bromobenzaldehydes by Suzuki reactions(Supporting Information Figures S4 每S15). All sp2c-POCcrystals can be directly obtained through Knoevenagelcondensation between substituted aromatic trialdehydes(1 equiv) and diacetonitriles (1.5 equiv) with Cs 2CO3ascatalyst and common organic solvents such as tetrahy-drofuran (THF), methanol (MeOH), and toluene, by sol-vothermal method. All sp2c-POCs were con ?rmed bysingle-crystal X-ray diffraction (SCXRD; SupportingInformation Tables S3 and S4 ), Fourier transform infraredFigure 1 | (a) Common covalent linkages have been constructed in both POCs and COFs. (b) The chemical structuresof organic synthons used in this work. (c) Schematic of [2+3] addition to obtain sp2c-POCs. Structural representationfor (d) sp2c-POC1 and (e) sp2c-POC2 obtained from single-crystal X-ray diffraction measurements.RESEARCH ARTICLEDOI: 10.31635/ccschem.023.202302903Citation: CCS Chem. 2024 , 6, 149 每156Link to VoR: https://doi.org/10.31635/ccschem.023.202302903150spectroscopy ( Supporting Information Figure S21 ), andthermal gravimetric analysis (TGA) measurements.",topology
"29. Alexandre, P.-E.; Zhang, W.-S.; Rominger, F.; Elbert,S. M.; Schroeder, R. R.; Mastalerz, M. A Robust PorousQuinoline Cage: Transformation of a [4+6] SalicylimineCage by Povarov Cyclization. Angew. Chem. Int. Ed.",topology
"30. Bhat, A. S.; Elbert, S. M.; Zhang, W.-S.; Rominger, F.;Dieckmann, M.; Schroeder, R. R.; Mastalerz, M. Transforma-tion of a [4+6] Salicylbisimine Cage to Chemically RobustAmide Cages. Angew. Chem. Int. Ed. 2019 ,58, 8819 每8823.",topology
"62. Hu, X. Y.; Zhang, W. S.; Rominger, F.; Wacker, I.;Schroeder, R. R.; Mastalerz, M. Transforming a ChemicallyLabile [2+3] Imine Cage into a Robust Carbamate Cage.",topology
